Order Date,Order Priority,Order Quantity,Sales,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Customer Segment,Product Category,company
2/13/2011,Critical,30,140.24,Regular Air,32.87,4.55,1.49,Chad Cunningham,Small Business,Office Supplies,A
1/28/2011,Not Specified,10,266.94,Regular Air,19.2,28.48,1.99,Beth Thompson,Corporate,Technology,A
1/28/2011,Not Specified,26,113.85,Regular Air,-93.93,4.14,6.6,Beth Thompson,Corporate,Furniture,A
9/8/2012,Medium,7,83.81,Regular Air,21.92,12.53,0.5,Andrew Gjertsen,Consumer,Office Supplies,A
9/8/2012,Medium,36,218.81,Regular Air,7.45,5.85,2.27,Andrew Gjertsen,Consumer,Office Supplies,A
5/18/2009,Critical,42,9502.736,Delivery Truck,-945.56,280.98,81.98,Sylvia Foulston,Corporate,Furniture,A
7/29/2012,Low,32,5686.25,Regular Air,2109.21,177.98,0.99,Michelle Lonsdale,Corporate,Office Supplies,A
7/29/2012,Low,16,797.24,Delivery Truck,11.46,50.98,14.19,Michelle Lonsdale,Corporate,Furniture,A
4/22/2012,Critical,20,963.3,Express Air,367.12,48.04,7.23,Cari Schnelling,Small Business,Office Supplies,A
7/16/2012,Not Specified,34,94.56,Regular Air,37.73,2.61,0.5,Henry Goldwyn,Small Business,Office Supplies,A
9/22/2012,High,45,NA,Regular Air,-110.93,15.99,9.4,Edward Hooks,Consumer,Technology,A
5/20/2010,Critical,36,283.21,Regular Air,-196.06,8.04,8.94,Brendan Dodson,Corporate,Office Supplies,A
5/20/2010,Critical,18,45.8,Regular Air,-52.92,2.23,4.57,Brendan Dodson,Corporate,Furniture,A
12/2/2009,High,42,557.85,Regular Air,89.45,12.95,4.98,Harold Engle,Consumer,Office Supplies,A
6/1/2010,Medium,37,4261.94,Delivery Truck,4.15,115.99,56.14,Roy French,Consumer,Technology,A
9/25/2010,Medium,38,2071.3395,Regular Air,324.93,65.99,8.99,Helen Abelman,Home Office,Technology,A
11/19/2012,Medium,14,222.91,Regular Air,20.21,15.98,4,Guy Armstrong,Corporate,Technology,A
12/14/2010,Low,12,1634.98,Regular Air,-120.45,140.85,19.99,Jennifer Braxton,Small Business,Office Supplies,A
10/25/2012,Low,50,204.11,Regular Air,28.71,4.28,0.94,Giulietta Baptist,Home Office,Office Supplies,A
6/17/2010,High,18,1038.4,Regular Air,112.36,56.96,13.22,Jack Lebron,Corporate,Office Supplies,A
6/17/2010,High,1,305.82,Regular Air,-232.24,279.48,35,Jack Lebron,Corporate,Office Supplies,A
6/29/2012,Low,64,7441.29,Regular Air,2665.4,165.98,19.99,Erica Bern,Corporate,Office Supplies,A
2/1/2009,Low,17,55.45,Regular Air,21.42,3.08,0.5,Erica Bern,Corporate,Office Supplies,A
8/25/2011,Critical,37,4896.93,Express Air,1467.82,128.24,12.65,Helen Abelman,Home Office,Furniture,A
6/20/2009,Low,42,433.68,Regular Air,44.1,10.98,4.8,Guy Armstrong,Corporate,Office Supplies,A
5/3/2010,Critical,24,717.29,Regular Air,191.29,29.89,1.99,Helen Abelman,Home Office,Technology,A
4/7/2009,Low,36,1423.35,Regular Air,-580.32,40.48,19.99,Christopher Schild,Corporate,Technology,A
9/2/2011,Loww,30,932.892,Regular Air,458.98,35.99,0.99,Roy French,Consumer,Technology,A
4/14/2011,Medium,36,5977.63,Delivery Truck,-86.68,180.98,55.24,Roy French,Consumer,Office Supplies,A
2/13/2011,Not Specified,6,906.02,Delivery Truck,-382.38,150.98,66.27,Jennifer Braxton,Small Business,Furniture,A
2/13/2011,Not Specified,43,170.88,Regular Air,-149.09,3.81,5.44,Jennifer Braxton,Small Business,Office Supplies,A
7/30/2011,Medium,40,434.62,Regular Air,-68.98,11.5,7.19,Joy Smith,Corporate,Office Supplies,A
8/10/2010,Medium,38,871.25,Regular Air,-14.31,22.99,8.99,Evan Minnotte,Corporate,Office Supplies,A
8/10/2010,Medium,46,537.87,Regular Air,-162.24,11.66,7.95,Evan Minnotte,Corporate,Office Supplies,A
4/6/2009,High,55,608.21,Regular Air,-175.13,12.88,4.59,Jenna Caffey,Consumer,Office Supplies,A
10/26/2010,High,17,285.84,Regular Air,-27.26,15.28,10.91,Harold Engle,Home Office,Office Supplies,A
10/26/2010,High,66,12450.48,Delivery Truck,3030.16,300.98,54.92,Harold Engle,Home Office,Furniture,A
5/26/2012,Low,39,2083.0525,Express Air,354.96,65.99,5.99,Harold Engle,Home Office,Technology,A
5/26/2012,Low,76,233.28,Regular Air,112.35,4.91,0.5,Harold Engle,Home Office,Office Supplies,A
5/26/2012,Low,66,47.01,Regular Air,-19.32,27.75,19.99,Harold Engle,Home Office,Office Supplies,A
9/10/2012,Low,32,3245.73,Regular Air,569.57,110.98,13.99,Hilary Holden,Corporate,Furniture,A
9/10/2012,Low,27,63.02,Regular Air,-119.66,2.18,5,Hilary Holden,Corporate,Office Supplies,A
9/10/2012,Low,9,6420.87,Regular Air,-690.21,699.99,24.49,Hilary Holden,Corporate,Technology,A
9/10/2012,Low,25,2407.693,Regular Air,424.14,110.99,8.99,Hilary Holden,Corporate,Technology,A
3/16/2011,Low,72,109.49,Regular Air,26.09,3.38,0.85,Christopher Schild,Corporate,Office Supplies,A
6/18/2011,High,31,283.17,Regular Air,119.64,8.74,1.39,Harold Engle,Home Office,Office Supplies,A
1/11/2011,Low,6,17,Regular Air,-4.61,2.78,1.49,Greg Guthrie,Corporate,Office Supplies,A
1/11/2011,Low,15,67.41,Regular Air,-49.6,4.14,6.6,Greg Guthrie,Corporate,Furniture,A
1/11/2011,Low,19,130.67,Regular Air,-77.18,6.48,7.86,Greg Guthrie,Corporate,Office Supplies,A
1/11/2011,Low,21,77.62,Regular Air,-50.88,3.28,3.97,Greg Guthrie,Corporate,Office Supplies,A
3/5/2009,Not Specified,45,440.39,Regular Air,186.64,9.78,1.39,Guy Armstrong,Corporate,Office Supplies,A
3/5/2009,Not Specified,27,96.99,Express Air,-66.35,3.28,3.97,Guy Armstrong,Corporate,Office Supplies,A
12/14/2009,Low,59,590.43,Regular Air,82.59,12.95,4.98,Joy Smith,Consumer,Office Supplies,A
12/14/2009,Low,8,216.33,Regular Air,-17.37,24.92,12.98,Joy Smith,Consumer,Office Supplies,A
2/2/2009,Not Specified,38,3152.75,Regular Air,1166.4,83.1,6.13,Erica Bern,Corporate,Technology,A
2/2/2009,Not Specified,42,3609.88,Regular Air,-1396.22,90.98,56.2,Erica Bern,Corporate,Furniture,A
8/26/2009,Low,26,188.05,Express Air,-21.41,6.48,5.16,Dan Reichenbach,Corporate,Office Supplies,A
3/6/2012,Low,42,1681.6,Regular Air,167.37,39.99,10.25,Erica Bern,Corporate,Technology,A
11/19/2009,High,17,5203.9,Delivery Truck,636.2,300.98,64.73,Guy Armstrong,Corporate,Furniture,A
11/19/2009,High,33,744.12,Delivery Truck,-1163.21,20.98,45,Guy Armstrong,Corporate,Office Supplies,A
7/24/2010,Low,48,293.3,Express Air,-193.48,5.98,7.5,Evan Minnotte,Corporate,Office Supplies,A
8/4/2010,Medium,9,50.93,Regular Air,-34.98,5.28,6.26,Joy Smith,Consumer,Office Supplies,A
8/4/2010,Medium,44,792.8,Regular Air,26.27,18.97,9.54,Joy Smith,Consumer,Office Supplies,A
8/4/2010,Medium,14,782.4505,Regular Air,-11.4,65.99,3.99,Joy Smith,Consumer,Technology,A
3/7/2011,Medium,44,226.18,Regular Air,-115.54,4.82,5.72,Paul Gonzalez,Corporate,Furniture,A
10/20/2011,Not Specified,17,1856.9695,Regular Air,176.87,125.99,8.08,Filia McAdams,Small Business,Technology,A
8/4/2009,Not Specified,43,241.19,Regular Air,-103.65,5.78,5.67,Joy Smith,Consumer,Office Supplies,A
4/28/2010,Low,30,4177.52,Delivery Truck,-443.78,140.98,36.09,Greg Guthrie,Corporate,Furniture,A
4/28/2010,Loww,26,3351.08,Delivery Truck,-1086.43,122.99,70.2,Greg Guthrie,Corporate,Furniture,A
4/22/2009,Low,29,159.11,Regular Air,64.01,5.43,0.95,Joy Smith,Consumer,Office Supplies,A
12/4/2011,High,44,1127.81,Regular Air,425.08,28.48,1.99,Joy Smith,Corporate,Technology,A
8/6/2010,Not Specified,27,9293.82,Regular Air,2437.17,363.25,19.99,Greg Guthrie,Small Business,Office Supplies,A
8/6/2010,Not Specified,27,80.79,Regular Air,12.58,2.88,0.7,Greg Guthrie,Small Business,Office Supplies,A
9/15/2011,Low,18,925.03,Regular Air,-3.68,49.99,19.99,Jack Lebron,Corporate,Technology,A
10/2/2009,Not Specified,27,566.12,Regular Air,-19.33,19.99,11.17,Joy Smith,Corporate,Furniture,A
3/1/2009,Critical,8,327.61,Regular Air,54.9,40.98,7.47,Evan Minnotte,Corporate,Office Supplies,A
6/24/2009,Not Specified,16,178.4,Regular Air,20.08,10.64,5.16,Chuck Magee,Corporate,Furniture,A
6/24/2009,Not Specified,40,115.01,Express Air,5.81,2.78,1.34,Chuck Magee,Corporate,Office Supplies,A
1/16/2011,Medium,29,181.83,Regular Air,-43.36,5.98,5.2,Filia McAdams,Small Business,Office Supplies,A
1/20/2012,Low,38,952.47,Regular Air,270.69,23.99,6.3,Jack Lebron,Corporate,Technology,A
1/20/2012,Low,3,171.9635,Regular Air,-296.37,65.99,8.99,Jack Lebron,Corporate,Technology,A
5/21/2010,Critical,5,2543.95,Regular Air,-1011.32,499.99,24.49,Jack Lebron,Corporate,Technology,A
3/15/2012,Not Specified,3,317.95,Delivery Truck,-144.43,100.98,26.22,Harold Engle,Consumer,Furniture,A
3/15/2012,Not Specified,8,435.29,Regular Air,122.41,51.65,18.45,Harold Engle,Consumer,Furniture,A
8/7/2011,Medium,34,937.04,Regular Air,391.6,28.53,1.49,Jack Lebron,Corporate,Office Supplies,A
8/7/2011,Medium,17,1616.64,Regular Air,26.94,99.99,19.99,Jack Lebron,Corporate,Technology,A
5/21/2011,High,18,404.3,Regular Air,-27.34,21.38,8.99,Frank Atkinson,Corporate,Office Supplies,A
5/21/2011,High,43,11674.968,Delivery Truck,715.18,348.21,84.84,Frank Atkinson,Corporate,Furniture,A
10/11/2010,High,24,1482.81,Regular Air,-678.63,60.98,49,Jack Lebron,Corporate,Office Supplies,A
10/11/2010,High,23,6693.28,Regular Air,40.32,290.98,69,Jack Lebron,Corporate,Furniture,A
12/22/2010,Not Specified,10,309.3,Express Air,-77.89,30.98,6.5,Evan Minnotte,Corporate,Technology,A
7/3/2009,Low,1,444.52,Regular Air,161.13,10.06,2.06,Joy Smith,Consumer,Office Supplies,A
5/27/2009,Critical,1,742.21,Regular Air,122.21,14.2,5.3,Dan Reichenbach,Corporate,Furniture,A
6/20/2011,High,15,896.1805,Express Air,82.04,65.99,5.26,Jack Lebron,Corporate,Technology,A
8/22/2012,High,19,120.56,Regular Air,-79.35,5.98,7.5,Frank Atkinson,Corporate,Office Supplies,A
8/22/2012,High,46,2640.6865,Express Air,751.38,65.99,5.92,Frank Atkinson,Corporate,Technology,A
1/26/2011,Critical,15,8662.34,Delivery Truck,-704.66,549.99,49,Erica Bern,Corporate,Technology,A
12/3/2012,Critical,24,1689.97,Delivery Truck,-564.74,68.81,60,Jack Lebron,Corporate,Office Supplies,A
9/6/2010,Not Specified,20,112.03,Regular Air,-57.99,5.18,5.74,Filia McAdams,Small Business,Office Supplies,A
3/29/2011,Low,6,2528.49,Express Air,580.15,420.98,19.99,Jack Lebron,Corporate,Office Supplies,A
3/29/2011,Low,42,1146.11,Regular Air,330.63,29.18,8.55,Jack Lebron,Corporate,Furniture,A
8/20/2010,High,16,102.5,Regular Air,13.84,6.68,1.5,Giulietta Baptist,Home Office,Office Supplies,A
12/2/2010,Low,36,7783.36,Express Air,3506.24,225.04,11.79,Joy Smith,Consumer,Office Supplies,A
12/2/2010,Low,21,61.76,NA,4.34,2.84,0.93,Joy Smith,Consumer,Office Supplies,A
12/2/2010,Low,36,1280.34,Delivery Truck,-1048.25,31.76,45.51,Joy Smith,Consumer,Furniture,A
3/26/2011,Critical,12,76.61,Regular Air,-31.83,6.28,5.29,Greg Guthrie,Corporate,Furniture,A
12/19/2009,Critical,38,1483.44,Regular Air,439.77,39.48,1.99,Carlos Soltero,Consumer,Technology,A
12/19/2009,Critical,39,145.68,Regular Air,12,3.7,1.61,Carlos Soltero,Consumer,Furniture,A
4/29/2011,Low,45,500.48,Regular Air,-48.2,11.29,5.03,Harold Engle,Home Office,Office Supplies,A
10/24/2010,High,50,8221.2935,Regular Air,2342.21,195.99,4.2,Erica Bern,Corporate,Technology,A
10/24/2010,High,7,1158.26,Regular Air,170.08,172.99,19.99,Erica Bern,Corporate,Office Supplies,A
5/12/2010,High,9,298.52,Regular Air,73.19,30.98,5.76,Hilary Holden,Corporate,Office Supplies,A
5/12/2010,High,34,667.35,Regular Air,80.92,19.98,8.68,Hilary Holden,Corporate,Office Supplies,A
4/11/2010,Medium,31,3206.965,Regular Air,575.33,125.99,7.69,Jack Lebron,Corporate,Technology,A
1/24/2009,Low,30,6654.39,Regular Air,1151.69,238.4,24.49,Filia McAdams,Small Business,Furniture,A
1/24/2009,Low,21,4429.69,Express Air,983.55,199.99,24.49,Filia McAdams,Small Business,Technology,A
11/17/2010,High,42,239.35,Regular Air,78.96,5.68,1.39,Greg Guthrie,Small Business,Office Supplies,A
11/17/2010,High,2,684.66,Express Air,35.09,19.98,10.49,Greg Guthrie,Small Business,Furniture,A
9/29/2010,High,28,2531.35,Delivery Truck,415.55,90.97,28,Harold Engle,Consumer,Technology,A
8/3/2010,Critical,15,22.45,Regular Air,0.78,1.48,0.7,Philip Brown,Home Office,Office Supplies,A
6/13/2011,Medium,44,7765.13,Delivery Truck,433.63,180.98,55.24,Helen Abelman,Home Office,Office Supplies,A
5/5/2010,Critical,44,2435.32,Regular Air,650.56,60.22,3.5,Hilary Holden,Corporate,Office Supplies,A
5/5/2010,Critical,21,4242.76,Regular Air,340.88,199.99,24.49,Hilary Holden,Corporate,Technology,A
8/30/2010,High,1,14.4,Regular Air,-7.39,12.22,2.85,Christopher Schild,Corporate,Furniture,A
10/30/2012,High,16,92.06,Regular Air,5.66,5.98,2.5,Carlos Soltero,Consumer,Office Supplies,A
10/30/2012,High,33,199.62,Regular Air,42.34,5.84,1.2,Carlos Soltero,Consumer,Office Supplies,A
7/15/2009,High,40,196.5,Regular Air,-99.76,4.91,4.97,Erica Bern,Corporate,Office Supplies,A
7/15/2009,High,1,3672.89,Regular Air,-3061.82,3499.99,24.49,Erica Bern,Corporate,Technology,A
7/15/2009,High,8,46.97,Regular Air,-0.01,5.84,1.2,Erica Bern,Corporate,Office Supplies,A
8/7/2012,Low,3,20333.816,Delivery Truck,-1430.45,550.98,147.12,Erica Bern,Small Business,Furniture,A
2/1/2009,Critical,37,1697.44,Regular Air,523.43,45.19,1.99,Joy Smith,Corporate,Technology,A
7/7/2012,Medium,15,572.4325,Regular Air,-19.44,45.99,4.99,Joy Smith,Corporate,Technology,A
3/27/2009,Medium,41,322.03,Regular Air,-82.83,8.12,2.83,Christopher Schild,Corporate,Technology,A
3/27/2009,Medium,49,2470.84,Regular Air,25.04,51.65,18.45,Christopher Schild,Corporate,Furniture,A
3/27/2009,Medium,2,15.26,Regular Air,-7.51,6.68,1.5,Christopher Schild,Corporate,Office Supplies,A
3/27/2009,Medium,39,5250.6625,Regular Air,930.99,175.99,8.99,Christopher Schild,Corporate,Technology,A
9/23/2010,Not Specified,23,10791.38,Regular Air,-234.79,499.99,24.49,Evan Minnotte,Corporate,Technology,A
3/28/2011,Low,1,26.68,Regular Air,-10.74,22.23,3.63,Christopher Schild,Corporate,Furniture,A
7/1/2009,Low,27,123.46,Regular Air,26.66,4.84,0.71,Greg Guthrie,Small Business,Office Supplies,A
12/11/2010,High,28,588.54,Regular Air,-30.72,20.15,8.99,Harold Engle,Consumer,Office Supplies,A
9/16/2009,High,44,284.38,Regular Air,-62.43,6.48,5.19,Philip Brown,Home Office,Office Supplies,A
2/4/2011,High,49,165.51,Regular Air,-269.91,3.52,6.83,Carlos Soltero,Consumer,Office Supplies,A
9/11/2010,Medium,29,2046.81,Regular Air,469.28,67.28,19.99,Jennifer Braxton,Small Business,Office Supplies,A
3/2/2010,Medium,10,28.81,Regular Air,7.15,2.89,0.49,Dan Reichenbach,Corporate,Office Supplies,A
3/2/2010,Medium,35,1445.6,Regular Air,126.03,41.32,8.66,Dan Reichenbach,Corporate,Furniture,A
3/2/2010,Medium,4,119.03,Regular Air,29.62,8.95,2.01,Dan Reichenbach,Corporate,Office Supplies,A
9/15/2009,Critical,2,34.88,Regular Air,-22.12,13.79,8.78,Carlos Soltero,Consumer,Furniture,A
12/30/2010,Medium,13,1272.83,Regular Air,250.47,100.98,7.18,Carlos Soltero,Small Business,Technology,A
12/30/2010,Medium,25,165.36,Express Air,-94.79,6.48,7.49,Carlos Soltero,Small Business,Office Supplies,A
7/25/2011,Medium,9,883.37,Regular Air,51.3,100.98,7.18,Giulietta Baptist,Home Office,Technology,A
12/23/2009,Low,38,23255.61,Regular Air,-734.33,599.99,24.49,Jack Lebron,Corporate,Technology,A
10/31/2012,High,8,23.19,Regular Air,-13.27,2.6,2.4,Guy Armstrong,Corporate,Office Supplies,A
12/22/2009,Critical,31,639.19,Regular Air,274.9,20.98,1.49,Hilary Holden,Corporate,Office Supplies,A
4/14/2012,High,4,62.45,Regular Air,-141.76,3.48,49,Jack Lebron,Corporate,Office Supplies,A
5/13/2011,Medium,42,152.55,Regular Air,-20.27,3.69,2.5,Erica Bern,Corporate,Office Supplies,A
5/13/2011,Medium,36,152.96,Regular Air,-123.87,4.28,5.74,Erica Bern,Corporate,Office Supplies,A
12/7/2011,Critical,19,7608.88,Express Air,3049.45,420.98,19.99,Harold Engle,Home Office,Office Supplies,A
12/7/2011,Critical,50,1270.03,Regular Air,221.81,26.48,6.93,Harold Engle,Home Office,Furniture,A
12/4/2010,Not Specified,18,101.34,Regular Air,26.11,5.68,1.39,Jim Sink,Corporate,Office Supplies,A
11/24/2009,High,26,393.59,Regular Air,-8.08,15.01,8.4,Jennifer Braxton,Small Business,Office Supplies,A
11/24/2009,High,14,551.18,Regular Air,-326.97,40.48,19.99,Jennifer Braxton,Small Business,Technology,A
11/24/2009,High,1,18.73,Regular Air,-6.68,12.28,6.13,Jennifer Braxton,Small Business,Office Supplies,A
9/13/2011,Not Specified,32,294.04,Regular Air,-5.53,8.85,5.6,Joy Smith,Corporate,Office Supplies,A
9/13/2011,Not Specified,-2,2022.65,Delivery Truck,-157.63,110.98,30,Joy Smith,Corporate,Furniture,A
12/3/2010,Not Specified,24,2289.92,Regular Air,1037.55,104.85,4.65,Harold Engle,Consumer,Office Supplies,A
12/18/2011,Low,36,1773.86,Delivery Truck,133.3,50.98,14.19,Philip Brown,Corporate,Furniture,A
12/18/2011,Low,35,543.22,Regular Air,68.44,14.58,7.4,Philip Brown,Corporate,Furniture,A
12/18/2011,Low,0,813.9,Regular Air,256.66,45.98,4.8,Philip Brown,Corporate,Furniture,A
8/9/2012,Low,44,865.27,Regular Air,11.55,19.98,4,Giulietta Baptist,Home Office,Technology,A
8/9/2012,Low,41,429.28,Regular Air,-168.95,10.97,6.5,Giulietta Baptist,Home Office,Technology,A
8/24/2010,Critical,31,341.71,Regular Air,32.19,10.98,5.14,Paul Gonzalez,Corporate,Office Supplies,A
5/22/2011,High,46,648.26,Regular Air,30.48,14.27,7.27,Logan Haushalter,Corporate,Office Supplies,A
5/22/2011,High,46,410.43,Regular Air,-54.58,9.49,5.76,Logan Haushalter,Corporate,Technology,A
11/18/2012,Critical,43,9750.55,Delivery Truck,1061.61,216.6,64.2,Filia McAdams,Small Business,Furniture,A
6/28/2012,High,39,835.55,Regular Air,326.43,22.23,5.08,Carlos Soltero,Consumer,Furniture,A
6/28/2012,High,90,1799.6115,Regular Air,557.6,55.99,1.25,Carlos Soltero,Consumer,Technology,A
2/4/2009,Low,88,1441.57,Express Air,475.26,29.89,1.99,Erica Bern,Corporate,Technology,A
2/4/2009,Low,20,173.09,Regular Air,-6.71,8.34,4.82,Erica Bern,Corporate,Office Supplies,A
12/25/2009,Not Specified,89,5016.25,Delivery Truck,-189.35,124.49,51.94,Greg Guthrie,Small Business,Furniture,A
9/26/2011,High,47,945.03,Regular Air,267.64,19.98,5.97,Dan Reichenbach,Corporate,Office Supplies,A
9/22/2011,Medium,84,325.75,Regular Air,-124.25,8.75,8.54,Jim Sink,Corporate,Furniture,A
9/22/2011,Medium,83,136.42,Regular Air,-8.38,5.85,2.27,Jim Sink,Corporate,Office Supplies,A
2/15/2009,Critical,23,93.05,Regular Air,15.27,3.8,1.49,Carlos Soltero,Consumer,Office Supplies,A

